Subject,Predicate,Object,graph,predicate_tmp,object_tmp,subject_tmp,Predicate_labels,Object_labels,Subject_labels
<https://w3id.org/traits.build#observation_of_plot_context>,<http://www.w3.org/2000/01/rdf-schema#label>,"""observation of plot context""@en",.,http://www.w3.org/2000/01/rdf-schema#label,observation of plot context,observation_of_plot_context,label,observation of plot context,observation of plot context
<https://w3id.org/traits.build#observation_of_plot_context>,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build#plot_context_id>,.,http://semanticscience.org/resource/SIO_000673,https://w3id.org/traits.build#plot_context_id,observation_of_plot_context,has unique identifier,plot context id,observation of plot context
<https://w3id.org/traits.build#observation_of_plot_context>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build#plot_context_property>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor,https://w3id.org/traits.build#plot_context_property,observation_of_plot_context,characteristic for,plot context property,observation of plot context
<https://w3id.org/traits.build#observation_of_plot_context>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build#plot>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity,https://w3id.org/traits.build#plot,observation_of_plot_context,of entity,plot context,observation of plot context
<https://w3id.org/traits.build#observation_of_plot_context>,<http://purl.org/dc/terms/description>,"""Observation where entity is a category of context indicating variation across plots at a single location might affect the trait values measured on individual or population-level entities.""@en",.,http://purl.org/dc/terms/description,Observation where entity is a category of context indicating variation across plots at a single location might affect the trait values measured on individual or population-level entities.,observation_of_plot_context,description,Observation where entity is a category of context indicating variation across plots at a single location might affect the trait values measured on individual or population-level entities.,observation of plot context
<https://w3id.org/traits.build#observation_of_plot_context>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,observation_of_plot_context,created,01 February 2024,observation of plot context
<https://w3id.org/traits.build#observation_of_plot_context>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,observation_of_plot_context,is in scheme,traits.build,observation of plot context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""observation of entity context""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,observation of entity context,observation_of_entity_context,preferred label,observation of entity context,observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""observation_of_entity_context""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,observation_of_entity_context,observation_of_entity_context,alternative label,observation_of_entity_context,observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasMeasurement>,<https://w3id.org/traits.build#measurement_of_entity_context_property>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasMeasurement,https://w3id.org/traits.build#measurement_of_entity_context_property,observation_of_entity_context,has measurement,measurement of entity context property,observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Observation>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Observation,observation_of_entity_context,has broader,Observation,observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000754,observation_of_entity_context,computational entity,database table,observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://www.w3.org/2000/01/rdf-schema#label>,"""observation of entity context""@en",.,http://www.w3.org/2000/01/rdf-schema#label,observation of entity context,observation_of_entity_context,label,observation of entity context,observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build#entity_context_id>,.,http://semanticscience.org/resource/SIO_000673,https://w3id.org/traits.build#entity_context_id,observation_of_entity_context,has unique identifier,entity context id,observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build#entity_context_property>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor,https://w3id.org/traits.build#entity_context_property,observation_of_entity_context,characteristic for,entity context property,observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build#individual>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity,https://w3id.org/traits.build#individual,observation_of_entity_context,of entity,individual,observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build#population>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity,https://w3id.org/traits.build#population,observation_of_entity_context,of entity,population,observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build#taxon>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity,https://w3id.org/traits.build#taxon,observation_of_entity_context,of entity,taxon,observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://purl.org/dc/terms/description>,"""Observation where entity is a category of context indicating repeat observations have been made on an individual, population or species-level entity across time which might affect the entity's measured trait values.""@en",.,http://purl.org/dc/terms/description,"Observation where entity is a category of context indicating repeat observations have been made on an individual, population or species-level entity across time which might affect the entity's measured trait values.",observation_of_entity_context,description,"Observation where entity is a category of context indicating repeat observations have been made on an individual, population or species-level entity across time which might affect the entity's measured trait values.",observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,observation_of_entity_context,created,01 February 2024,observation of entity context
<https://w3id.org/traits.build#observation_of_entity_context>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,observation_of_entity_context,is in scheme,traits.build,observation of entity context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""observation of temporal context""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,observation of temporal context,observation_of_temporal_context,preferred label,observation of temporal context,observation of temporal context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""observation_of_temporal_context""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,observation_of_temporal_context,observation_of_temporal_context,alternative label,observation_of_temporal_context,observation of temporal context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasMeasurement>,<https://w3id.org/traits.build#measurement_of_temporal_context_property>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasMeasurement,https://w3id.org/traits.build#measurement_of_temporal_context_property,observation_of_temporal_context,has measurement,measurement of temporal context property,observation of temporal context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Observation>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Observation,observation_of_temporal_context,has broader,Observation,observation of temporal context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000754,observation_of_temporal_context,computational entity,database table,observation of temporal context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://www.w3.org/2000/01/rdf-schema#label>,"""observation of temporal context""@en",.,http://www.w3.org/2000/01/rdf-schema#label,observation of temporal context,observation_of_temporal_context,label,observation of temporal context,observation of temporal context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build#temporal_context_id>,.,http://semanticscience.org/resource/SIO_000673,https://w3id.org/traits.build#temporal_context_id,observation_of_temporal_context,has unique identifier,temporal context id,observation of temporal context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build#temporal_context_property>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor,https://w3id.org/traits.build#temporal_context_property,observation_of_temporal_context,characteristic for,temporal context property,observation of temporal context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build#temporal_context>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity,https://w3id.org/traits.build#temporal_context,observation_of_temporal_context,of entity,temporal context,observation of temporal context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://purl.org/dc/terms/description>,"""Observation where entity is a category of context indicating repeat observations have been made on a plot, which might affect the trait values measured on individual or population-level entities.""@en",.,http://purl.org/dc/terms/description,"Observation where entity is a category of context indicating repeat observations have been made on a plot, which might affect the trait values measured on individual or population-level entities.",observation_of_temporal_context,description,"Observation where entity is a category of context indicating repeat observations have been made on a plot, which might affect the trait values measured on individual or population-level entities.",observation of temporal context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://www.w3.org/2000/01/rdf-schema#comment>,"""Examples of temporal contexts are `sampling season`, `sampling time of day`, and sequential `observation numbers` without any linked categorical description.""@en",.,http://www.w3.org/2000/01/rdf-schema#comment,"Examples of temporal contexts are `sampling season`, `sampling time of day`, and sequential `observation numbers` without any linked categorical description.",observation_of_temporal_context,comment,"Examples of temporal contexts are `sampling season`, `sampling time of day`, and sequential `observation numbers` without any linked categorical description.",observation of temporal context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,observation_of_temporal_context,created,01 February 2024,observation of temporal context
<https://w3id.org/traits.build#observation_of_temporal_context>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,observation_of_temporal_context,is in scheme,traits.build,observation of temporal context
<https://w3id.org/traits.build#measurement>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""measurement""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,measurement,measurement,preferred label,measurement,measurement
<https://w3id.org/traits.build#measurement>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""measurement""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,measurement,measurement,alternative label,measurement,measurement
<https://w3id.org/traits.build#measurement>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>,.,http://www.w3.org/2004/02/skos/core#exactMatch,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement,measurement,has exact match,Measurement,measurement
<https://w3id.org/traits.build#measurement>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_001187,measurement,computational entity,database row,measurement
<https://w3id.org/traits.build#measurement>,<http://www.w3.org/2000/01/rdf-schema#label>,"""measurement""@en",.,http://www.w3.org/2000/01/rdf-schema#label,measurement,measurement,label,measurement,measurement
<https://w3id.org/traits.build#measurement>,<http://purl.org/dc/terms/description>,"""A measurement is an assertion that a characteristic of an entity had a particular value with respect to an observation event.""@en",.,http://purl.org/dc/terms/description,A measurement is an assertion that a characteristic of an entity had a particular value with respect to an observation event.,measurement,description,A measurement is an assertion that a characteristic of an entity had a particular value with respect to an observation event.,measurement
<https://w3id.org/traits.build#measurement>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,measurement,created,01 February 2024,measurement
<https://w3id.org/traits.build#measurement>,<http://www.w3.org/2002/07/owl#sameAs>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>,.,http://www.w3.org/2002/07/owl#sameAs,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement,measurement,sameAs,Measurement,measurement
<https://w3id.org/traits.build#measurement>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,measurement,is in scheme,traits.build,measurement
<https://w3id.org/traits.build#trait_measurement>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""trait measurement""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,trait measurement,trait_measurement,preferred label,trait measurement,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""trait_measurement""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,trait_measurement,trait_measurement,alternative label,trait_measurement,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observation>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observation,trait_measurement,measurement for,observation,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observations_from_dataset>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observations_from_dataset,trait_measurement,measurement for,observations from dataset,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observations_from_source>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observations_from_source,trait_measurement,measurement for,observations from source,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observations_of_taxon>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observations_of_taxon,trait_measurement,measurement for,observations of taxon,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observations_at_location>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observations_at_location,trait_measurement,measurement for,observations at location,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observations_of_population>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observations_of_population,trait_measurement,measurement for,observations of population,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observations_of_individual>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observations_of_individual,trait_measurement,measurement for,observations of individual,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement,trait_measurement,has broader,Measurement,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_001187,trait_measurement,computational entity,database row,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://www.w3.org/2000/01/rdf-schema#label>,"""trait measurement""@en",.,http://www.w3.org/2000/01/rdf-schema#label,trait measurement,trait_measurement,label,trait measurement,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue>,<https://w3id.org/traits.build#trait_value>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue,https://w3id.org/traits.build#trait_value,trait_measurement,has value,value,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://purl.org/dc/terms/description>,"""A measurement made on a trait.""@en",.,http://purl.org/dc/terms/description,A measurement made on a trait.,trait_measurement,description,A measurement made on a trait.,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,trait_measurement,created,01 February 2024,trait measurement
<https://w3id.org/traits.build#trait_measurement>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,trait_measurement,is in scheme,traits.build,trait measurement
<https://w3id.org/traits.build#measurement_of_location_property>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""measurement of location property""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,measurement of location property,measurement_of_location_property,preferred label,measurement of location property,measurement of location property
<https://w3id.org/traits.build#measurement_of_location_property>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""measurement_of_location_property""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,measurement_of_location_property,measurement_of_location_property,alternative label,measurement_of_location_property,measurement of location property
<https://w3id.org/traits.build#measurement_of_location_property>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observation_of_location>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observation_of_location,measurement_of_location_property,measurement for,observation of location,measurement of location property
<https://w3id.org/traits.build#measurement_of_location_property>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observations_at_location>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observations_at_location,measurement_of_location_property,measurement for,observations at location,measurement of location property
<https://w3id.org/traits.build#measurement_of_location_property>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement,measurement_of_location_property,has broader,Measurement,measurement of location property
<https://w3id.org/traits.build#measurement_of_location_property>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_001187,measurement_of_location_property,computational entity,database row,measurement of location property
<https://w3id.org/traits.build#measurement_of_location_property>,<http://www.w3.org/2000/01/rdf-schema#label>,"""measurement of location property""@en",.,http://www.w3.org/2000/01/rdf-schema#label,measurement of location property,measurement_of_location_property,label,measurement of location property,measurement of location property
<https://w3id.org/traits.build#measurement_of_location_property>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue>,<https://w3id.org/traits.build#locations_value>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue,https://w3id.org/traits.build#locations_value,measurement_of_location_property,has value,location property value,measurement of location property
<https://w3id.org/traits.build#measurement_of_location_property>,<http://purl.org/dc/terms/description>,"""A measurement made on a location property.""@en",.,http://purl.org/dc/terms/description,A measurement made on a location property.,measurement_of_location_property,description,A measurement made on a location property.,measurement of location property
<https://w3id.org/traits.build#measurement_of_location_property>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,measurement_of_location_property,created,01 February 2024,measurement of location property
<https://w3id.org/traits.build#measurement_of_location_property>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,measurement_of_location_property,is in scheme,traits.build,measurement of location property
<https://w3id.org/traits.build#measurement_of_treatment_context_property>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""measurement of treatment context property""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,measurement of treatment context property,measurement_of_treatment_context_property,preferred label,measurement of treatment context property,measurement of treatment context property
<https://w3id.org/traits.build#measurement_of_treatment_context_property>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""measurement_of_treatment_context_property""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,measurement_of_treatment_context_property,measurement_of_treatment_context_property,alternative label,measurement_of_treatment_context_property,measurement of treatment context property
<https://w3id.org/traits.build#measurement_of_treatment_context_property>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observation_of_treatment_context>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observation_of_treatment_context,measurement_of_treatment_context_property,measurement for,observation of a treatment context,measurement of treatment context property
<https://w3id.org/traits.build#measurement_of_treatment_context_property>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement,measurement_of_treatment_context_property,has broader,Measurement,measurement of treatment context property
<https://w3id.org/traits.build#measurement_of_treatment_context_property>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_001187,measurement_of_treatment_context_property,computational entity,database row,measurement of treatment context property
<https://w3id.org/traits.build#measurement_of_treatment_context_property>,<http://www.w3.org/2000/01/rdf-schema#label>,"""measurement of treatment context property""@en",.,http://www.w3.org/2000/01/rdf-schema#label,measurement of treatment context property,measurement_of_treatment_context_property,label,measurement of treatment context property,measurement of treatment context property
<https://w3id.org/traits.build#measurement_of_treatment_context_property>,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build#treatment_context_id>,.,http://semanticscience.org/resource/SIO_000673,https://w3id.org/traits.build#treatment_context_id,measurement_of_treatment_context_property,has unique identifier,treatment context id,measurement of treatment context property
<https://w3id.org/traits.build#measurement_of_treatment_context_property>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue>,<https://w3id.org/traits.build#contexts_value>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue,https://w3id.org/traits.build#contexts_value,measurement_of_treatment_context_property,has value,context property value,measurement of treatment context property
<https://w3id.org/traits.build#measurement_of_treatment_context_property>,<http://purl.org/dc/terms/description>,"""A measurement made on a treatment context property.""@en",.,http://purl.org/dc/terms/description,A measurement made on a treatment context property.,measurement_of_treatment_context_property,description,A measurement made on a treatment context property.,measurement of treatment context property
<https://w3id.org/traits.build#measurement_of_treatment_context_property>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,measurement_of_treatment_context_property,created,01 February 2024,measurement of treatment context property
<https://w3id.org/traits.build#measurement_of_treatment_context_property>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,measurement_of_treatment_context_property,is in scheme,traits.build,measurement of treatment context property
<https://w3id.org/traits.build#measurement_of_plot_context_property>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""measurement of plot context property""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,measurement of plot context property,measurement_of_plot_context_property,preferred label,measurement of plot context property,measurement of plot context property
<https://w3id.org/traits.build#measurement_of_plot_context_property>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""measurement_of_plot_context_property""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,measurement_of_plot_context_property,measurement_of_plot_context_property,alternative label,measurement_of_plot_context_property,measurement of plot context property
<https://w3id.org/traits.build#measurement_of_plot_context_property>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<https://w3id.org/traits.build#observation_of_plot_context>,.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,https://w3id.org/traits.build#observation_of_plot_context,measurement_of_plot_context_property,measurement for,observation of plot context,measurement of plot context property
<https://w3id.org/traits.build#measurement_of_plot_context_property>,<http://www.w3.org/2004/02/skos/core#broader>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>,.,http://www.w3.org/2004/02/skos/core#broader,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement,measurement_of_plot_context_property,has broader,Measurement,measurement of plot context property
<https://w3id.org/traits.build#measurement_of_plot_context_property>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_001187,measurement_of_plot_context_property,computational entity,database row,measurement of plot context property
<https://w3id.org/traits.build#measurement_of_plot_context_property>,<http://www.w3.org/2000/01/rdf-schema#label>,"""measurement of plot context property""@en",.,http://www.w3.org/2000/01/rdf-schema#label,measurement of plot context property,measurement_of_plot_context_property,label,measurement of plot context property,measurement of plot context property
<https://w3id.org/traits.build#measurement_of_plot_context_property>,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build#plot_context_id>,.,http://semanticscience.org/resource/SIO_000673,https://w3id.org/traits.build#plot_context_id,measurement_of_plot_context_property,has unique identifier,plot context id,measurement of plot context property
<https://w3id.org/traits.build#measurement_of_plot_context_property>,<http://purl.org/dc/terms/description>,"""A measurement made on a plot context property.""@en",.,http://purl.org/dc/terms/description,A measurement made on a plot context property.,measurement_of_plot_context_property,description,A measurement made on a plot context property.,measurement of plot context property
<https://w3id.org/traits.build#measurement_of_plot_context_property>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,measurement_of_plot_context_property,created,01 February 2024,measurement of plot context property
<https://w3id.org/traits.build#measurement_of_plot_context_property>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,measurement_of_plot_context_property,is in scheme,traits.build,measurement of plot context property
<https://w3id.org/traits.build#measurement_of_entity_context_property>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""measurement of entity context property""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,measurement of entity context property,measurement_of_entity_context_property,preferred label,measurement of entity context property,measurement of entity context property
<https://w3id.org/traits.build#measurement_of_entity_context_property>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""measurement_of_entity_context_property""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,measurement_of_entity_context_property,measurement_of_entity_context_property,alternative label,measurement_of_entity_context_property,measurement of entity context property
