Subject,Predicate,Object
https://w3id.org/traits.build/basis_of_record,<http://www.w3.org/2004/02/skos/core#closeMatch>,<http://rs.tdwg.org/dwc/terms/basisOfRecord>
https://w3id.org/traits.build/basis_of_record,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/basis_of_record,<http://purl.org/dc/terms/description>,A categorical variable specifying from which kind of specimen traits were recorded.
https://w3id.org/traits.build/basis_of_record,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/life_stage,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/life stage>
https://w3id.org/traits.build/life_stage,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://rs.tdwg.org/dwc/terms/lifeStage>
https://w3id.org/traits.build/life_stage,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue>
https://w3id.org/traits.build/life_stage,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://rs.tdwg.org/dwc/terms/measurementValue>
https://w3id.org/traits.build/life_stage,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/life_stage,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build/observation_of_entity_context>
https://w3id.org/traits.build/life_stage,<http://purl.org/dc/terms/description>,"A field to indicate the life stage or age class of the entity measured. Standard values are `adult`, `sapling`, `seedling` and `juvenile`."
https://w3id.org/traits.build/life_stage,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/population_id,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/population id>
https://w3id.org/traits.build/population_id,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>
https://w3id.org/traits.build/population_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/population_id,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build/observations_of_population>
https://w3id.org/traits.build/population_id,<http://purl.org/dc/terms/description>,"A unique integer identifier for a population, where a population is defined as individuals growing in the same location (location_id /location_name) and plot (plot_context_id, a context category) and being subjected to the same treatment (treatment_context_id, a context category)."
https://w3id.org/traits.build/population_id,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#integer>
https://w3id.org/traits.build/individual_id,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/individual id>
https://w3id.org/traits.build/individual_id,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>
https://w3id.org/traits.build/individual_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/individual_id,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build/observations_of_individual>
https://w3id.org/traits.build/individual_id,<http://purl.org/dc/terms/description>,"A unique integer identifier for an individual, with individuals numbered sequentially within each dataset by taxon by population grouping. Most often each row of data represents an individual, but in some datasets trait data collected on a single individual is presented across multiple rows of data, such as if the same trait is measured using different methods or the same individual is measured repeatedly across time."
https://w3id.org/traits.build/individual_id,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#integer>
https://w3id.org/traits.build/repeat_measurements_id,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/repeat measurements id>
https://w3id.org/traits.build/repeat_measurements_id,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>
https://w3id.org/traits.build/repeat_measurements_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/repeat_measurements_id,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build/observations_of_individual>
https://w3id.org/traits.build/repeat_measurements_id,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build/collection_date>
https://w3id.org/traits.build/repeat_measurements_id,<http://purl.org/dc/terms/description>,"A unique integer identifier for repeat measurements of a trait that comprise a single observation, such as a response curve."
https://w3id.org/traits.build/repeat_measurements_id,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#integer>
https://w3id.org/traits.build/source_id,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/source id>
https://w3id.org/traits.build/source_id,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>
https://w3id.org/traits.build/source_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/source_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/sources>
https://w3id.org/traits.build/source_id,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build/observations_from_source>
https://w3id.org/traits.build/source_id,<http://purl.org/dc/terms/description>,"For datasets that are compilations, an identifier for the original data source."
https://w3id.org/traits.build/source_id,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/location_id,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/location id>
https://w3id.org/traits.build/location_id,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>
https://w3id.org/traits.build/location_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/location_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/locations>
https://w3id.org/traits.build/location_id,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build/observations_at_location>
https://w3id.org/traits.build/location_id,<http://purl.org/dc/terms/description>,"A unique integer identifier for a location, with locations numbered sequentially within a dataset. The identifier links to specific information in the location table."
https://w3id.org/traits.build/location_id,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#integer>
https://w3id.org/traits.build/treatment_context_id,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/treatment context id>
https://w3id.org/traits.build/treatment_context_id,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>
https://w3id.org/traits.build/treatment_context_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/treatment_context_id,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build/measurement_of_treatment_context_property>
https://w3id.org/traits.build/treatment_context_id,<http://purl.org/dc/terms/description>,"A unique integer identifier for a treatment, where a treatment is any experimental manipulation to an organism's growing/living conditions. The identifier links to specific information in the context table."
https://w3id.org/traits.build/treatment_context_id,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#integer>
https://w3id.org/traits.build/plot_context_id,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/plot context id>
https://w3id.org/traits.build/plot_context_id,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>
https://w3id.org/traits.build/plot_context_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/plot_context_id,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build/measurement_of_plot_context_property>
https://w3id.org/traits.build/plot_context_id,<http://purl.org/dc/terms/description>,"A unique integer identifier for a plot, where a plot is a distinct collection of organisms within a single geographic location, such as plants growing on different aspects or blocks in an experiment. The identifier links to specific information in the context table."
https://w3id.org/traits.build/plot_context_id,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#integer>
https://w3id.org/traits.build/entity_context_id,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/entity context id>
https://w3id.org/traits.build/entity_context_id,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>
https://w3id.org/traits.build/entity_context_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/entity_context_id,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build/measurement_of_entity_context_property>
https://w3id.org/traits.build/entity_context_id,<http://purl.org/dc/terms/description>,"A unique integer identifier indicating specific contextual properties of an individual, possibly including the individual's sex or caste (for social insects)."
https://w3id.org/traits.build/entity_context_id,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#integer>
https://w3id.org/traits.build/temporal_context_id,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/temporal context id>
https://w3id.org/traits.build/temporal_context_id,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>
https://w3id.org/traits.build/temporal_context_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/temporal_context_id,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build/measurement_of_temporal_context_property>
https://w3id.org/traits.build/temporal_context_id,<http://purl.org/dc/terms/description>,"A unique integer identifier assigned where repeat observations are made on the same individual (or population, or taxon) across time. The identifier links to specific information in the context table."
https://w3id.org/traits.build/temporal_context_id,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#integer>
https://w3id.org/traits.build/method_context_id,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/method context id>
https://w3id.org/traits.build/method_context_id,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>
https://w3id.org/traits.build/method_context_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/method_context_id,<http://purl.org/dc/terms/description>,"A unique integer identifier indicating a trait is measured multiple times on the same entity, with different methods used for each entry. This field is only used if a single trait is measured using multiple methods within the same dataset. The identifier links to specific information in the context table."
https://w3id.org/traits.build/method_context_id,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#integer>
https://w3id.org/traits.build/collection_date,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/collection date>
https://w3id.org/traits.build/collection_date,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://terminologies.gfbio.org/terms/ETS/eventDate>
https://w3id.org/traits.build/collection_date,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue>
https://w3id.org/traits.build/collection_date,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://rs.tdwg.org/dwc/terms/measurementValue>
https://w3id.org/traits.build/collection_date,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/collection_date,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build/observation>
https://w3id.org/traits.build/collection_date,<http://purl.org/dc/terms/description>,"Date sample was taken, in the format `yyyy-mm-dd`, `yyyy-mm` or `yyyy`, depending on the resoluton specified. Alternatively an overall range for the study can be indicating, with the starting and ending sample date sepatated by a `/`, as in 2010-10/2011-03"
https://w3id.org/traits.build/collection_date,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#date>
https://w3id.org/traits.build/measurement_remarks,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/measurement remarks>
https://w3id.org/traits.build/measurement_remarks,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://www.w3.org/2000/01/rdf-schema#comment>
https://w3id.org/traits.build/measurement_remarks,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/measurement_remarks,<http://purl.org/dc/terms/description>,Brief comments or notes accompanying the trait measurement.
https://w3id.org/traits.build/measurement_remarks,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/method_id,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/method id>
https://w3id.org/traits.build/method_id,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Identifier>
https://w3id.org/traits.build/method_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/method_id,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/methods>
https://w3id.org/traits.build/method_id,<http://semanticscience.org/resource/SIO_000674>,<https://w3id.org/traits.build/method>
https://w3id.org/traits.build/method_id,<http://semanticscience.org/resource/SIO_001096>,<https://w3id.org/traits.build/methods$methods>
https://w3id.org/traits.build/method_id,<http://purl.org/dc/terms/description>,A unique integer identifier to distinguish between multiple sets of methods used to measure a single trait within the same dataset. The identifier links to specific information in the methods table.
https://w3id.org/traits.build/method_id,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#integer>
https://w3id.org/traits.build/original_name,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/original taxon name>
https://w3id.org/traits.build/original_name,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://www.w3.org/2000/01/rdf-schema#label>
https://w3id.org/traits.build/original_name,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://www.w3.org/2004/02/skos/core#prefLabel>
https://w3id.org/traits.build/original_name,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/traits>
https://w3id.org/traits.build/original_name,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/taxonomic_updates>
https://w3id.org/traits.build/original_name,<http://purl.org/dc/terms/description>,Name given to taxon in the original data supplied by the authors.
https://w3id.org/traits.build/original_name,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/locations$location_name,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/location name>
https://w3id.org/traits.build/locations$location_name,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://www.w3.org/2000/01/rdf-schema#label>
https://w3id.org/traits.build/locations$location_name,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://www.w3.org/2004/02/skos/core#prefLabel>
https://w3id.org/traits.build/locations$location_name,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/locations>
https://w3id.org/traits.build/locations$location_name,<http://purl.org/dc/terms/description>,The location name used by the data contributor or a generic location name designated by AusTraits when one is not provided.
https://w3id.org/traits.build/locations$location_name,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/locations$location_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/location property>
https://w3id.org/traits.build/locations$location_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Characteristic>
https://w3id.org/traits.build/locations$location_property,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/locations>
https://w3id.org/traits.build/locations$location_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build/location>
https://w3id.org/traits.build/locations$location_property,<http://purl.org/dc/terms/description>,"The location characteristic being recorded. The name should include units of measurement, e.g. `MAT (C)`. Ideally we have at least the following variables for each location, `longitude (deg)`, `latitude (deg)`, `description`."
https://w3id.org/traits.build/locations$location_property,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/locations$value,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/location property value>
https://w3id.org/traits.build/locations$value,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue>
https://w3id.org/traits.build/locations$value,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://rs.tdwg.org/dwc/terms/measurementValue>
https://w3id.org/traits.build/locations$value,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/locations>
https://w3id.org/traits.build/locations$value,<http://purl.org/dc/terms/description>,The measured value of a location property.
https://w3id.org/traits.build/locations$value,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/latitude,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/latitude (deg)>
https://w3id.org/traits.build/latitude,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://rs.tdwg.org/dwc/terms/decimalLatitude>
https://w3id.org/traits.build/latitude,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue>
https://w3id.org/traits.build/latitude,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://rs.tdwg.org/dwc/terms/measurementValue>
https://w3id.org/traits.build/latitude,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/locations>
https://w3id.org/traits.build/latitude,<http://semanticscience.org/resource/SIO_001096>,<https://w3id.org/traits.build/locations$location_property>
https://w3id.org/traits.build/latitude,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build/location>
https://w3id.org/traits.build/latitude,<http://purl.org/dc/terms/description>,"The geographic latitude (in decimal degrees, using the spatial reference system given in geodeticDatum) of the geographic center of a Location. Positive values are north of the Equator, negative values are south of it. Legal values lie between -90 and 90, inclusive."
https://w3id.org/traits.build/latitude,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#decimal>
https://w3id.org/traits.build/longitude,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/longitude (deg)>
https://w3id.org/traits.build/longitude,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://rs.tdwg.org/dwc/terms/decimalLongitude>
https://w3id.org/traits.build/longitude,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue>
https://w3id.org/traits.build/longitude,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://rs.tdwg.org/dwc/terms/measurementValue>
https://w3id.org/traits.build/longitude,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/locations>
https://w3id.org/traits.build/longitude,<http://semanticscience.org/resource/SIO_001096>,<https://w3id.org/traits.build/locations$location_property>
https://w3id.org/traits.build/longitude,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build/location>
https://w3id.org/traits.build/longitude,<http://purl.org/dc/terms/description>,"The geographic longitude (in decimal degrees, using the spatial reference system given in dwc:geodeticDatum) of the geographic center of a dcterms:Location. Positive values are east of the Greenwich Meridian, negative values are west of it. Legal values lie between -180 and 180, inclusive."
https://w3id.org/traits.build/longitude,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#decimal>
https://w3id.org/traits.build/elevation,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/elevation (m)>
https://w3id.org/traits.build/elevation,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://rs.tdwg.org/dwc/terms/verbatimElevation>
https://w3id.org/traits.build/elevation,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue>
https://w3id.org/traits.build/elevation,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://rs.tdwg.org/dwc/terms/measurementValue>
https://w3id.org/traits.build/elevation,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/locations>
https://w3id.org/traits.build/elevation,<http://semanticscience.org/resource/SIO_001096>,<https://w3id.org/traits.build/locations$location_property>
https://w3id.org/traits.build/elevation,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build/location>
https://w3id.org/traits.build/elevation,<http://purl.org/dc/terms/description>,The elevation above mean sea level in meters.
https://w3id.org/traits.build/elevation,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#decimal>
https://w3id.org/traits.build/context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/context property>
https://w3id.org/traits.build/context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Characteristic>
https://w3id.org/traits.build/context_property,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/contexts>
https://w3id.org/traits.build/context_property,<http://semanticscience.org/resource/SIO_000255>,<https://w3id.org/traits.build/contexts$category>
https://w3id.org/traits.build/context_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build/context_entity>
https://w3id.org/traits.build/context_property,<http://purl.org/dc/terms/description>,"The contextual characteristic being recorded. If applicable, name should include units of measurement, e.g. `CO2 concentration (ppm)`."
https://w3id.org/traits.build/context_property,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/treatment_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/treatment context property>
https://w3id.org/traits.build/treatment_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Characteristic>
https://w3id.org/traits.build/treatment_context_property,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/contexts>
https://w3id.org/traits.build/treatment_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/treatment_context_id>
https://w3id.org/traits.build/treatment_context_property,<http://semanticscience.org/resource/SIO_001096>,<https://w3id.org/traits.build/context_property>
https://w3id.org/traits.build/treatment_context_property,<http://purl.org/dc/terms/description>,A context characteristic indicating stratified treatments that might affect the trait values measured on an individual or population-level entity.
https://w3id.org/traits.build/treatment_context_property,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/plot_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/plot context property>
https://w3id.org/traits.build/plot_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Characteristic>
https://w3id.org/traits.build/plot_context_property,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/contexts>
https://w3id.org/traits.build/plot_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/plot_context_id>
https://w3id.org/traits.build/plot_context_property,<http://semanticscience.org/resource/SIO_001096>,<https://w3id.org/traits.build/context_property>
https://w3id.org/traits.build/plot_context_property,<http://purl.org/dc/terms/description>,A context characteristic indicating stratified variation within a location that might affect the trait values measured on an individual or population-level entity.
https://w3id.org/traits.build/plot_context_property,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/entity_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/entity context property>
https://w3id.org/traits.build/entity_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Characteristic>
https://w3id.org/traits.build/entity_context_property,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/contexts>
https://w3id.org/traits.build/entity_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/entity_context_id>
https://w3id.org/traits.build/entity_context_property,<http://semanticscience.org/resource/SIO_001096>,<https://w3id.org/traits.build/context_property>
https://w3id.org/traits.build/entity_context_property,<http://purl.org/dc/terms/description>,A context characteristic indicating stratified variation across individuals or populations might affect the trait values measured.
https://w3id.org/traits.build/entity_context_property,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/temporal_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/temporal context property>
https://w3id.org/traits.build/temporal_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Characteristic>
https://w3id.org/traits.build/temporal_context_property,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/contexts>
https://w3id.org/traits.build/temporal_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/temporal_context_id>
https://w3id.org/traits.build/temporal_context_property,<http://semanticscience.org/resource/SIO_001096>,<https://w3id.org/traits.build/context_property>
https://w3id.org/traits.build/temporal_context_property,<http://purl.org/dc/terms/description>,A context characteristic indicating stratified variation across time might affect the trait values measured.
https://w3id.org/traits.build/temporal_context_property,<http://www.w3.org/2000/01/rdf-schema#Datatype>,<http://www.w3.org/2001/XMLSchema#string>
https://w3id.org/traits.build/method_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/method context property>
https://w3id.org/traits.build/method_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Characteristic>
https://w3id.org/traits.build/method_context_property,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build/contexts>
https://w3id.org/traits.build/method_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/method_context_id>
https://w3id.org/traits.build/method_context_property,<http://semanticscience.org/resource/SIO_001096>,<https://w3id.org/traits.build/context_property>
https://w3id.org/traits.build/method_context_property,<http://purl.org/dc/terms/description>,A context characteristic indicating stratified variation in the protocol used to measure traits might affect the trait values measured.
